Data_Cadastro,ID_Cliente,Idade,Genero,CEP
2020-03-06,34786,51,Feminino,65130-000
2021-01-31,39284,66,Feminino,65130-000
2021-09-07,42333,64,Feminino,65130-000
2022-11-19,43300,66,Feminino,65130-000
2020-02-03,44819,21,Feminino,65130-000
2024-02-06,54735,59,Feminino,65130-000
2024-02-24,55805,55,Feminino,65130-000
2023-10-25,72222,42,Feminino,65130-000
2021-04-01,78473,16,Feminino,65130-000
2022-11-17,86422,15,Feminino,65130-000
2022-02-07,95087,64,Feminino,65130-000
2024-06-27,7829,17,Feminino,65110-000
2022-11-29,14098,46,Feminino,65110-000
2024-06-24,20433,41,Feminino,65110-000
2020-07-17,21322,61,Feminino,65110-000
2020-05-10,23721,44,Feminino,65110-000
2023-02-09,26776,15,Feminino,65110-000
2022-10-19,28108,36,Feminino,65110-000
2023-11-09,28584,26,Feminino,65110-000
2022-07-20,29641,51,Feminino,65110-000
2020-09-05,32104,65,Feminino,65110-000
2020-03-31,33551,27,Feminino,65110-000
2024-06-24,36550,54,Feminino,65110-000
2023-04-07,42812,70,Feminino,65110-000
2023-09-07,46732,15,Feminino,65110-000
2020-02-09,49007,14,Feminino,65110-000
2024-05-25,51172,35,Feminino,65110-000
2020-03-20,53154,32,Feminino,65110-000
2023-10-03,67994,60,Feminino,65110-000
2021-03-24,68275,25,Feminino,65110-000
2023-07-27,78412,56,Feminino,65110-000
2023-01-09,86391,42,Feminino,65110-000
2022-12-30,87249,61,Feminino,65110-000
2021-09-29,97541,67,Feminino,65110-000
2022-01-15,37357,63,Feminino,65138-000
2021-09-18,49332,22,Feminino,65138-000
2021-06-17,61259,69,Feminino,65138-000
2021-07-05,8203,61,Feminino,65400-000
2024-03-18,19514,52,Feminino,65400-000
2021-01-14,21418,69,Feminino,65400-000
2022-05-26,21781,39,Feminino,65400-000
2022-01-14,36259,54,Feminino,65400-000
2021-05-15,42493,56,Feminino,65400-000
2023-03-31,47445,18,Feminino,65400-000
2021-02-13,59165,29,Feminino,65400-000
2023-08-04,66502,48,Feminino,65400-000
2022-04-21,69483,25,Feminino,65400-000
2020-11-27,72783,60,Feminino,65400-000
2022-12-12,15327,30,Feminino,65430-000
2024-05-30,19467,27,Feminino,65430-000
2023-08-09,19952,31,Feminino,65430-000
2024-06-27,21875,42,Feminino,65430-000
2022-02-26,30253,47,Feminino,65430-000
2022-06-10,37800,18,Feminino,65430-000
2023-11-08,55969,27,Feminino,65430-000
2024-03-19,63495,16,Feminino,65430-000
2020-08-21,75341,14,Feminino,65430-000
2024-06-27,77002,53,Feminino,65430-000
2022-05-02,87858,24,Feminino,65430-000
2021-08-04,90150,28,Feminino,65430-000
2020-12-16,28465,43,Feminino,65640-000
2022-06-13,63846,63,Feminino,65640-000
2021-06-14,77762,23,Feminino,65640-000
2022-02-23,77788,18,Feminino,65640-000
2020-02-07,85711,46,Feminino,65640-000
2024-06-26,2824,68,Feminino,65500-000
2021-05-25,8454,45,Feminino,65500-000
2023-10-12,20173,60,Feminino,65500-000
2023-09-20,25155,48,Feminino,65500-000
2020-03-09,25811,57,Feminino,65500-000
2023-12-14,26916,15,Feminino,65500-000
2020-04-17,49553,16,Feminino,65500-000
2023-05-10,50116,47,Feminino,65500-000
2022-02-11,64186,50,Feminino,65500-000
2020-07-05,67621,31,Feminino,65500-000
2020-10-29,70266,52,Feminino,65500-000
2020-05-18,70670,49,Feminino,65500-000
2022-11-24,72474,34,Feminino,65500-000
2020-12-14,87619,35,Feminino,65500-000
2021-11-17,57617,56,Feminino,65530-000
2023-09-26,94903,66,Feminino,65530-000
2022-07-10,1263,21,Feminino,65620-000
2020-01-25,25771,33,Feminino,65620-000
2024-04-09,51108,60,Feminino,65620-000
2021-12-23,75818,52,Feminino,65620-000
2022-01-30,4350,41,Feminino,65590-000
2023-04-26,13062,55,Feminino,65590-000
2020-12-11,28403,43,Feminino,65590-000
2023-09-26,41604,13,Feminino,65590-000
2021-03-04,73356,62,Feminino,65590-000
2024-04-19,80249,24,Feminino,65590-000
2020-12-04,97001,56,Feminino,65590-000
2021-06-05,12180,19,Feminino,65631
2020-08-14,31995,16,Feminino,65631
2020-03-19,43265,26,Feminino,65631
2020-04-19,60149,56,Feminino,65631
2023-05-09,68244,24,Feminino,65631
2020-09-18,13173,66,Feminino,65520-000
2024-01-17,21555,25,Feminino,65520-000
2023-01-07,43716,53,Feminino,65520-000
2020-06-18,54757,55,Feminino,65520-000
2020-10-29,86632,51,Feminino,65520-000
2022-01-22,66546,62,Feminino,65580-000
2021-10-23,66837,32,Feminino,65580-000
2020-03-15,76443,38,Feminino,65580-000
2023-03-12,14741,29,Feminino,65570-000
2020-09-08,30275,64,Feminino,65570-000
2020-06-14,41219,52,Feminino,65570-000
2021-01-26,60666,48,Feminino,65570-000
2023-06-11,62302,57,Feminino,65570-000
2023-02-13,91920,53,Feminino,65570-000
2020-04-05,93224,14,Feminino,21502
2023-08-29,66836,46,Feminino,21740
2023-02-12,19580,61,Feminino,21742
2023-08-20,63445,29,Feminino,21742
2020-06-23,47337,42,Feminino,21703
2023-05-15,63138,39,Feminino,21702
2021-03-12,41564,25,Feminino,21701
2020-06-26,71171,70,Feminino,21701
2022-05-20,74855,67,Feminino,21701
2022-11-28,76757,30,Feminino,21701
2022-09-03,83230,69,Feminino,21701
2021-10-03,97600,24,Feminino,21701
2023-09-15,30351,26,Feminino,20874
2022-04-02,33748,29,Feminino,20874
2022-07-13,58723,41,Feminino,20874
2021-01-29,28387,49,Feminino,20878
2021-01-08,61043,46,Feminino,20876
2020-01-22,70690,56,Feminino,20876
2021-05-07,45391,28,Feminino,20854
2021-09-04,51260,13,Feminino,20854
2023-05-17,56212,56,Feminino,20854
2021-05-23,18193,26,Feminino,20877
2021-01-17,72017,58,Feminino,20877
2023-02-01,69908,17,Feminino,20850
2021-01-08,72003,27,Feminino,20850
2020-08-09,8811,50,Feminino,20879
2022-01-03,77574,16,Feminino,21771
2022-04-22,26615,45,Feminino,20817
2024-02-01,136,49,Feminino,20852
2024-06-22,12226,32,Feminino,20852
2021-07-02,91974,49,Feminino,20853
2023-09-09,13875,27,Feminino,20815
2021-08-26,88548,26,Feminino,20832
2023-12-23,33563,52,Feminino,20906
2022-12-01,53552,61,Feminino,20906
2020-10-05,90121,12,Feminino,20906
2020-10-16,1507,22,Feminino,20902
2023-08-27,27829,28,Feminino,20902
2021-10-06,75126,41,Feminino,20902
2021-07-13,92898,45,Feminino,20910
2021-10-01,68813,62,Feminino,20912
2024-05-12,97635,63,Feminino,20912
2021-01-09,24899,52,Feminino,20745
2020-09-07,64909,13,Feminino,20745
2021-05-22,3151,50,Feminino,20744
2024-06-12,6356,12,Feminino,20744
2021-12-19,18118,60,Feminino,20744
2021-06-18,26427,37,Feminino,20744
2023-12-18,79646,59,Feminino,20904
2023-09-29,47848,50,Feminino,20603
2020-04-10,83045,12,Feminino,21784
2023-07-09,75511,60,Feminino,20783
2021-08-09,2677,24,Feminino,20782
2021-11-10,26826,27,Feminino,20782
2021-09-28,61974,63,Feminino,20782
2021-07-22,71103,51,Feminino,20748
2022-10-16,6191,39,Feminino,20746
2021-05-14,21666,28,Feminino,20746
2021-06-23,74400,42,Feminino,20746
2020-02-21,62687,67,Feminino,20735
2023-11-15,98047,69,Feminino,20735
2020-09-08,98282,55,Feminino,20705
2024-06-22,95481,17,Feminino,20602
2020-01-10,2633,54,Feminino,20743
2024-04-16,35842,59,Feminino,20743
2023-08-03,82049,55,Feminino,20743
2020-10-21,5793,16,Feminino,21042
2020-07-15,27573,65,Feminino,21042
2020-06-28,36750,30,Feminino,21042
2022-04-15,78570,37,Feminino,21042
2021-03-31,73902,19,Feminino,21044
2021-09-20,84125,39,Feminino,21044
2023-11-30,94449,64,Feminino,21044
2023-06-09,19713,21,Feminino,20747
2022-08-26,34299,55,Feminino,20747
2024-01-29,39734,20,Feminino,20747
2024-02-15,22682,69,Feminino,20707
2020-04-07,99302,52,Feminino,20707
2024-04-24,3793,15,Feminino,20770
2022-06-01,81316,16,Feminino,20770
2024-06-26,20615,66,Feminino,20785
2022-07-04,1326,54,Feminino,20723
2022-05-15,53691,22,Feminino,20723
2021-06-04,88486,59,Feminino,20723
2024-01-07,33144,57,Feminino,20601
2023-05-27,16428,13,Feminino,20706
2024-05-29,18822,41,Feminino,20706
2021-06-28,57725,48,Feminino,20708
2020-02-29,37807,69,Feminino,21133
2021-10-27,62901,27,Feminino,21133
2020-06-22,33105,29,Feminino,21136
2024-01-16,62535,30,Feminino,21136
2024-05-23,86561,26,Feminino,21136
2022-08-24,36973,69,Feminino,21043
2021-11-05,92690,38,Feminino,21043
2021-04-04,36088,43,Feminino,20721
2021-12-19,1822,42,Feminino,21117
2023-08-11,81670,29,Feminino,21117
2021-10-30,44208,19,Feminino,21244
2022-03-28,23956,53,Feminino,20774
2021-06-04,90435,15,Feminino,20774
2024-06-19,95764,38,Feminino,20774
2020-09-18,25651,18,Feminino,20772
2023-11-07,58924,26,Feminino,21075
2022-02-16,41350,53,Feminino,21228
2021-01-15,76408,36,Feminino,21228
2022-09-03,81993,32,Feminino,21228
2024-03-18,82993,65,Feminino,21228
2021-04-15,14090,27,Feminino,20715
2023-11-03,22188,40,Feminino,20715
2024-06-25,93713,64,Feminino,20715
2020-03-01,24618,14,Feminino,21208
2024-06-06,42265,52,Feminino,21208
2021-08-29,47132,22,Feminino,21208
2020-11-03,55054,38,Feminino,21208
2021-09-08,65045,26,Feminino,21208
2022-06-29,89790,29,Feminino,21208
2024-06-24,99295,50,Feminino,21207
2024-03-14,80776,20,Feminino,21113
2020-05-01,976,19,Feminino,21215
2023-10-27,64512,36,Feminino,21215
2023-02-06,97181,52,Feminino,21215
2020-03-17,54571,36,Feminino,21144
2024-04-18,76462,56,Feminino,21144
2021-03-16,61100,17,Feminino,21209
2021-05-27,21166,12,Feminino,21223
2023-08-22,75144,53,Feminino,21223
2022-03-11,1112,51,Feminino,21093
2024-05-17,8566,16,Feminino,21093
2020-04-15,42195,62,Feminino,21093
2022-06-27,54783,62,Feminino,21093
2020-12-07,22544,49,Feminino,21217
2020-11-12,79231,70,Feminino,21217
2023-03-18,29890,63,Feminino,21061
2024-06-12,68798,39,Feminino,21061
2020-11-14,77901,63,Feminino,21061
2023-05-21,37779,66,Feminino,21225
2023-05-27,42932,17,Feminino,21225
2023-10-12,2670,45,Feminino,21212
2021-04-15,14522,26,Feminino,21212
2023-12-01,49024,64,Feminino,21212
2024-04-01,21704,21,Feminino,21239
2023-03-14,31153,52,Feminino,21239
2020-09-20,5913,56,Feminino,21060
2023-09-26,94599,37,Feminino,21060
2020-06-11,99868,26,Feminino,21213
2020-10-27,15820,49,Feminino,21146
2023-01-28,49711,29,Feminino,21146
2020-05-07,20268,12,Feminino,21401
2022-04-04,24739,64,Feminino,21401
2020-05-13,40611,60,Feminino,21401
2021-05-06,55131,53,Feminino,21401
2023-11-01,49076,26,Feminino,21224
2023-08-17,90190,54,Feminino,21224
2023-12-26,22215,23,Feminino,21206
2023-05-14,32333,50,Feminino,21206
2024-02-09,21485,28,Feminino,21234
2022-09-22,26316,20,Feminino,21234
2022-03-08,41098,18,Feminino,21234
2022-11-01,45830,49,Feminino,21234
2021-01-31,62813,42,Feminino,21234
2021-05-18,92319,41,Feminino,21234
2023-03-11,29427,49,Feminino,21222
2023-12-14,51104,28,Feminino,21222
2021-08-22,53957,56,Feminino,21222
2021-04-28,82633,66,Feminino,21237
2022-11-02,59079,22,Feminino,21122
2024-06-23,64770,25,Feminino,21122
2022-11-05,81037,66,Feminino,21122
2020-06-08,21900,49,Feminino,21403
2024-03-31,50322,17,Feminino,21236
2020-03-16,96421,41,Feminino,21236
2022-04-08,33588,31,Feminino,21221
2020-10-04,47863,70,Feminino,21221
2022-09-16,66790,18,Feminino,21221
2022-11-13,80478,12,Feminino,21221
2020-04-17,95046,62,Feminino,21221
2021-08-18,15030,63,Feminino,20653
2021-05-16,62175,45,Feminino,21220
2024-05-03,60803,63,Feminino,21014
2022-05-17,66427,41,Feminino,21014
2021-07-28,14465,50,Feminino,21015
2021-02-08,71612,30,Feminino,21015
2021-10-25,92853,19,Feminino,21015
2022-11-29,68023,13,Feminino,21040
2024-06-04,1955,34,Feminino,21921
2022-02-12,9948,40,Feminino,21921
2021-04-10,82913,66,Feminino,21921
2022-06-02,86177,59,Feminino,21801
2021-09-04,14810,21,Feminino,21804
2022-11-28,39763,50,Feminino,21804
2023-11-11,82203,27,Feminino,21804
2021-06-11,50431,54,Feminino,1201
2022-06-26,56318,61,Feminino,1201
2020-03-30,99391,41,Feminino,1201
2020-04-23,59764,59,Feminino,1085
2020-12-29,78418,68,Feminino,1085
2021-10-23,2393,64,Feminino,1040
2020-09-13,45139,26,Feminino,1040
2020-09-30,8886,43,Feminino,1104
2021-11-08,35649,30,Feminino,1104
2022-01-17,46583,26,Feminino,1002
2022-06-17,55628,66,Feminino,1002
2021-01-30,15295,61,Feminino,1420
2020-07-26,24888,23,Feminino,1420
2020-11-13,37634,13,Feminino,1420
2022-09-05,70912,59,Feminino,1420
2022-11-27,53765,26,Feminino,1605
2024-04-07,25590,48,Feminino,1453
2020-01-25,53196,26,Feminino,1453
2024-02-01,33500,35,Feminino,1752
2022-05-27,52100,34,Feminino,1752
2023-08-12,59925,65,Feminino,1752
2023-06-23,18407,43,Feminino,1757
2021-08-11,92087,68,Feminino,1702
2020-08-24,66509,21,Feminino,2038
2020-01-28,14797,55,Feminino,1854
2021-07-04,49706,17,Feminino,1854
2023-01-30,3475,61,Feminino,2760
2020-12-13,1244,39,Feminino,1851
2022-07-02,69909,68,Feminino,1852
2023-03-17,81115,18,Feminino,1852
2020-08-31,17652,67,Feminino,2703
2023-07-29,41161,26,Feminino,2703
2024-01-06,16085,23,Feminino,1821
2022-05-06,18091,45,Feminino,1821
2021-10-02,12559,58,Feminino,2062
2021-10-13,98510,38,Feminino,2062
2021-08-18,38098,44,Feminino,2472
2021-10-15,44574,32,Feminino,2472
2024-05-08,71621,29,Feminino,2472
2023-10-26,79342,18,Feminino,2472
2024-01-01,90754,14,Feminino,2472
2022-01-07,92588,40,Feminino,2472
2023-04-01,67270,51,Feminino,2026
2021-08-02,69374,54,Feminino,2026
2022-06-14,57413,69,Feminino,1841
2021-11-28,72697,59,Feminino,1841
2020-01-28,88932,50,Feminino,1841
2021-10-26,36032,30,Feminino,1810
2020-11-23,13557,24,Feminino,1843
2023-03-14,60355,21,Feminino,1843
2022-06-19,65305,31,Feminino,2467
2021-12-04,70656,30,Feminino,2467
2023-04-22,86809,31,Feminino,2467
2020-06-06,59504,25,Feminino,2132
2021-04-16,86731,44,Feminino,2132
2024-04-06,86975,32,Feminino,2474
2020-09-27,23473,40,Feminino,2135
2020-03-18,49212,39,Feminino,2135
2024-04-22,12154,43,Feminino,1801
2020-12-29,28301,35,Feminino,1801
2023-07-27,88648,52,Feminino,1801
2020-03-30,44411,70,Feminino,2721
2024-06-25,14599,70,Feminino,2136
2021-08-03,96741,23,Feminino,2131
2022-11-04,42550,43,Feminino,2780
2023-09-18,3575,33,Feminino,2130
2020-12-05,51314,51,Feminino,2155
2022-07-07,67121,19,Feminino,2155
2024-06-23,52084,59,Feminino,2139
2020-06-18,94551,52,Feminino,2139
2021-01-13,15843,61,Feminino,2072
2020-06-29,36312,21,Feminino,2072
2020-09-06,52678,29,Feminino,2072
2020-04-15,6170,30,Feminino,2143
2020-05-15,25397,64,Feminino,2143
2024-06-15,12681,15,Feminino,2119
2021-08-30,62320,42,Feminino,2119
2020-05-09,71920,45,Feminino,2119
2021-10-16,17148,54,Feminino,1845
2021-09-05,61954,56,Feminino,2186
2024-03-16,83705,64,Feminino,2186
2022-11-10,25765,42,Feminino,2124
2020-11-04,53408,67,Feminino,2124
2024-03-07,60774,16,Feminino,2124
2022-02-12,70243,25,Feminino,2124
2022-10-12,77296,66,Feminino,2124
2020-03-19,78607,53,Feminino,1880
2024-01-26,1380,13,Feminino,2176
2020-04-12,95725,37,Feminino,2176
2023-01-01,2112,16,Feminino,2148
2024-02-27,86008,18,Feminino,2148
2021-06-17,93722,54,Feminino,2148
2020-10-09,14082,43,Feminino,2125
2022-12-21,35974,27,Feminino,2125
2022-02-25,93651,64,Feminino,2125
2021-11-27,12183,46,Feminino,2149
2023-10-17,28590,51,Feminino,2149
2024-04-12,74019,12,Feminino,2149
2021-07-31,68715,39,Feminino,1830
2022-09-14,11021,30,Feminino,2301
2022-08-03,52009,17,Feminino,2301
2024-01-11,83963,21,Feminino,2301
2020-06-01,85380,29,Feminino,2301
2021-09-06,86994,43,Feminino,2301
2021-10-09,1628,67,Feminino,2127
2023-02-01,5288,29,Feminino,2127
2021-12-22,51396,22,Feminino,2127
2020-01-27,92048,56,Feminino,2127
2021-05-22,19751,70,Feminino,2150
2020-11-05,32935,36,Feminino,2150
2020-04-11,46474,65,Feminino,2150
2021-08-04,96557,13,Feminino,2128
2023-09-16,83769,32,Feminino,1906
2022-12-28,17251,16,Feminino,2184
2023-12-12,90247,43,Feminino,2184
2023-05-25,10586,49,Feminino,2151
2022-04-28,42201,43,Feminino,2151
2023-07-24,58880,44,Feminino,2151
2021-10-07,43671,47,Feminino,2302
2021-07-28,36127,56,Feminino,2169
2023-07-02,50417,51,Feminino,2169
2022-03-15,76549,60,Feminino,2169
2023-01-09,46043,43,Feminino,2324
2020-11-27,77777,48,Feminino,2324
2024-01-24,37471,29,Feminino,1960
2020-07-02,59242,62,Feminino,1960
2022-07-10,79990,23,Feminino,1960
2020-11-12,84616,58,Feminino,1960
2020-12-25,44404,53,Feminino,1902
2023-10-03,1183,34,Feminino,2740
2020-10-05,18487,65,Feminino,1970
2024-06-26,90777,24,Feminino,1970
2024-04-11,16731,40,Feminino,1915
2020-11-15,87991,29,Feminino,2050
2020-02-18,21449,50,Feminino,1930
2021-11-18,24715,58,Feminino,1930
2020-02-07,10189,34,Feminino,2360
2023-07-04,20013,69,Feminino,2360
2020-03-15,44422,52,Feminino,2360
2021-08-21,59144,29,Feminino,2360
2023-07-13,59632,34,Feminino,2360
2021-09-03,61023,31,Feminino,2360
2021-04-13,11447,43,Feminino,78335-000
2020-02-08,66642,63,Feminino,78335-000
2022-08-07,17768,12,Feminino,78250-000
2024-01-16,45142,18,Feminino,78250-000
2024-05-19,45662,21,Feminino,78250-000
2020-10-17,67792,46,Feminino,78250-000
2022-11-16,68635,27,Feminino,78250-000
2023-03-14,99344,31,Feminino,78250-000
2020-07-11,10354,62,Feminino,78320-000
2024-04-07,36173,45,Feminino,78320-000
2024-02-04,58321,37,Feminino,78320-000
2024-04-18,63279,20,Feminino,78320-000
2022-05-04,66858,59,Feminino,78320-000
2021-11-28,84274,31,Feminino,78320-000
2021-11-18,90767,13,Feminino,78320-000
2021-03-20,92305,36,Feminino,78320-000
2021-01-24,10641,26,Feminino,78300-000
2020-06-27,14988,53,Feminino,78300-000
2021-05-09,16853,58,Feminino,78300-000
2021-04-02,27502,37,Feminino,78300-000
2024-03-18,41074,54,Feminino,78300-000
2020-02-02,42380,23,Feminino,78300-000
2021-10-20,51099,41,Feminino,78300-000
2023-05-21,52105,53,Feminino,78300-000
2020-06-08,53573,17,Feminino,78300-000
2020-08-08,59606,67,Feminino,78300-000
2020-05-02,80863,67,Feminino,78300-000
2022-05-11,93475,18,Feminino,78300-000
2020-10-26,43090,43,Feminino,78360-000
2022-05-13,93425,60,Feminino,78360-000
2020-07-29,9519,44,Feminino,78200-000
2021-07-29,12285,46,Feminino,78200-000
2022-01-31,24643,19,Feminino,78200-000
2024-02-03,40334,26,Feminino,78200-000
2020-06-16,46148,20,Feminino,78200-000
2022-05-27,61733,61,Feminino,78200-000
2020-09-11,71620,46,Feminino,78200-000
2021-10-22,84980,66,Feminino,78200-000
2021-03-07,86327,46,Feminino,78200-000
2023-10-03,94390,27,Feminino,78200-000
2020-09-22,13633,36,Feminino,78390-000
2022-12-07,88956,39,Feminino,78390-000
2023-11-12,37760,17,Feminino,78573-000
2021-10-04,90670,46,Feminino,78573-000
2020-10-24,11825,25,Feminino,78580-000
2020-12-21,71980,36,Feminino,78580-000
2023-03-01,74568,25,Feminino,78580-000
2020-04-30,82431,12,Feminino,78580-000
2022-05-16,2713,18,Feminino,78455-000
2022-01-12,3785,38,Feminino,78455-000
2024-01-22,12695,49,Feminino,78455-000
2024-03-18,13088,33,Feminino,78455-000
2022-04-10,19596,55,Feminino,78455-000
2021-07-29,21571,65,Feminino,78455-000
2022-02-10,27327,43,Feminino,78455-000
2020-09-21,27565,69,Feminino,78455-000
2024-03-01,36169,21,Feminino,78455-000
2021-08-17,48032,18,Feminino,78455-000
2023-08-29,52558,39,Feminino,78455-000
2023-09-16,72380,47,Feminino,78455-000
2023-04-05,91133,47,Feminino,78455-000
2022-08-25,97761,62,Feminino,78455-000
2023-01-29,770,17,Feminino,78158-720
2022-07-13,17456,60,Feminino,78158-720
2024-03-26,36780,38,Feminino,78158-720
2021-07-22,41525,44,Feminino,78158-720
2021-06-13,62509,54,Feminino,78158-720
2023-12-21,66031,60,Feminino,78158-720
2020-02-07,71635,48,Feminino,78158-720
2024-01-21,21883,57,Feminino,78135-730
2023-12-29,44618,41,Feminino,78135-730
2020-03-26,44968,68,Feminino,78135-730
2021-01-04,68690,21,Feminino,78135-730
2021-11-29,79378,34,Feminino,78135-730
2024-06-23,92580,45,Feminino,78135-730
2022-03-12,93060,53,Feminino,78135-730
2024-06-26,15250,44,Feminino,78450-000
2020-07-29,23346,42,Feminino,78450-000
2022-08-16,27511,33,Feminino,78450-000
2023-03-21,34063,46,Feminino,78450-000
2024-05-14,68261,48,Feminino,78450-000
2020-03-23,69106,13,Feminino,78450-000
2023-05-17,88037,21,Feminino,78450-000
2021-10-08,96184,33,Feminino,78450-000
2024-01-03,98659,64,Feminino,78450-000
2021-11-22,28132,67,Feminino,78120
2022-06-03,30186,64,Feminino,78120
2020-06-21,42868,42,Feminino,78120
2020-08-17,52376,66,Feminino,78120
2024-06-26,63114,23,Feminino,78120
2021-07-18,90430,34,Feminino,78120
2023-12-02,20873,58,Feminino,78076
2021-10-31,37981,34,Feminino,78076
2022-01-24,49817,49,Feminino,78076
2020-06-22,53416,50,Feminino,78076
2020-11-20,77098,41,Feminino,78076
2022-07-09,22736,66,Feminino,78890-000
2023-07-22,66687,51,Feminino,78890-000
2021-05-17,66950,53,Feminino,78890-000
2021-12-14,74906,35,Feminino,78890-000
2022-05-28,76053,34,Feminino,78890-000
2020-09-30,85543,45,Feminino,78890-000
2023-09-26,89770,23,Feminino,78890-000
2020-09-04,7616,49,Feminino,78553
2022-07-19,54317,63,Feminino,78553
2020-10-07,1063,26,Feminino,78840-000
2023-11-09,13004,16,Feminino,78840-000
2023-12-18,37519,65,Feminino,78840-000
2023-04-30,53770,21,Feminino,78840-000
2020-11-18,74253,18,Feminino,78840-000
2020-08-12,83219,34,Feminino,78840-000
2021-07-28,20778,32,Feminino,78520-000
2021-12-15,96349,56,Feminino,78520-000
2020-03-20,8934,46,Feminino,78850-000
2021-01-14,23535,52,Feminino,78850-000
2022-02-21,86158,22,Feminino,78850-000
2023-07-20,93367,13,Feminino,78850-000
2021-05-10,21138,18,Feminino,78530-000
2021-11-30,25132,14,Feminino,78530-000
2021-02-16,1265,51,Feminino,78600-000
2020-07-05,42354,33,Feminino,78600-000
2023-08-10,71262,19,Feminino,78600-000
2024-05-05,85737,21,Feminino,78600-000
2020-12-16,24009,30,Feminino,78652-000
2020-01-20,31149,50,Feminino,78652-000
2023-08-14,70774,14,Feminino,78652-000
2024-06-22,1259,28,Feminino,79200-000
2023-11-23,14434,14,Feminino,79200-000
2022-04-18,23336,43,Feminino,79200-000
2021-01-18,38349,25,Feminino,79200-000
2020-10-10,42037,20,Feminino,79200-000
2024-04-08,67666,47,Feminino,79200-000
2023-12-11,68291,20,Feminino,79200-000
2024-04-21,78406,22,Feminino,79200-000
2021-08-08,36275,16,Feminino,79900-000
2020-04-18,39474,60,Feminino,79900-000
2022-09-16,40053,13,Feminino,79900-000
2021-03-23,53498,50,Feminino,79900-000
2020-07-06,65253,27,Feminino,79900-000
2023-01-16,66265,18,Feminino,79900-000
2022-09-12,74130,69,Feminino,79900-000
2020-09-20,81885,58,Feminino,79900-000
2023-03-06,82263,31,Feminino,79900-000
2023-08-09,17175,56,Feminino,79150-000
2024-01-18,21370,60,Feminino,79150-000
2023-08-18,37321,70,Feminino,79150-000
2022-11-11,48580,30,Feminino,79150-000
2021-07-01,56718,44,Feminino,79150-000
2024-06-03,88760,57,Feminino,79150-000
2021-04-24,25228,57,Feminino,79990-000
2021-01-13,29405,19,Feminino,79990-000
2021-09-21,55177,65,Feminino,79990-000
2023-04-20,97403,67,Feminino,79990-000
2022-09-06,18882,45,Feminino,79170-000
2021-12-14,22835,67,Feminino,79170-000
2021-06-18,26432,60,Feminino,79170-000
2023-03-10,89333,60,Feminino,79170-000
2023-04-30,89707,70,Feminino,79170-000
2022-11-27,43018,42,Feminino,79130-000
2023-12-25,84077,39,Feminino,79130-000
2023-10-11,5396,36,Feminino,79950-000
2020-05-18,71784,33,Feminino,79950-000
2021-10-12,496,37,Feminino,79750-000
2022-09-17,8261,43,Feminino,79750-000
2021-06-30,29902,21,Feminino,79750-000
2020-04-10,41488,35,Feminino,79750-000
2022-03-10,57081,58,Feminino,79750-000
2024-03-16,65094,67,Feminino,79750-000
2024-05-03,68457,70,Feminino,79750-000
2021-09-23,75798,45,Feminino,79750-000
2023-09-17,16592,50,Feminino,79640-310
2021-12-26,37421,32,Feminino,79640-310
2021-04-04,54111,66,Feminino,79640-310
2022-04-28,66073,15,Feminino,79640-310
2021-06-27,88857,33,Feminino,79640-310
2023-06-08,97874,21,Feminino,79640-310
2023-05-20,10071,56,Feminino,79500-000
2023-07-15,12214,20,Feminino,79500-000
2020-02-06,35701,13,Feminino,79500-000
2024-02-20,47378,64,Feminino,79500-000
2020-02-03,85193,35,Feminino,79500-000
2022-04-23,77317,45,Feminino,19230
2023-12-12,51008,32,Feminino,19057
2021-04-13,77550,54,Feminino,19061
2023-05-10,82742,66,Feminino,19061
2021-05-21,83310,18,Feminino,19061
2020-02-26,5015,24,Feminino,18059
2022-10-31,8470,53,Feminino,18059
2022-08-23,79028,26,Feminino,18059
2022-11-18,61756,33,Feminino,18146
2021-03-19,99128,69,Feminino,18146
2023-05-12,1372,70,Feminino,18273
2020-11-28,32016,33,Feminino,17192
2023-06-26,73397,47,Feminino,18437
2020-07-27,69419,55,Feminino,17034
2022-01-15,39260,53,Feminino,17489
2023-07-11,24822,23,Feminino,17309
2024-02-15,25994,15,Feminino,52003
2020-06-22,65247,39,Feminino,52003
2022-09-03,35627,52,Feminino,52005
2020-03-14,85626,40,Feminino,52005
2020-06-27,29185,29,Feminino,52002
2021-08-16,35931,52,Feminino,52006
2022-06-29,76082,70,Feminino,52006
2022-04-08,84384,35,Feminino,49855
2023-03-27,92293,19,Feminino,49855
2022-05-28,92450,45,Feminino,49855
2024-06-26,35835,27,Feminino,49022
2024-01-30,20871,31,Feminino,49441
2022-08-05,82718,70,Feminino,49444
2021-09-22,36914,26,Feminino,49417
2020-11-16,61434,39,Feminino,49417
2021-12-23,73457,41,Feminino,49417
2022-02-27,23320,50,Feminino,49442
2024-05-23,88011,64,Feminino,49442
2024-01-10,41241,63,Feminino,49423
2021-09-26,45164,36,Feminino,49423
2022-03-28,84209,42,Feminino,49423
2023-06-16,12152,25,Feminino,49426
2021-04-16,5048,68,Feminino,49428
2020-09-13,40990,32,Feminino,49428
2020-05-12,95644,21,Feminino,49428
2020-11-14,88000,58,Feminino,49418
2023-11-01,13958,25,Feminino,49519
2023-02-08,20956,47,Feminino,49519
2021-01-23,93913,39,Feminino,49519
