Ano,Mes,ID_Pedido,ID_Cliente,Status_Pedido,Data_Pedido,Data_Envio,Valor_Pedido,Quantidade_Itens,Estado,Cidade,Pais,postal_code
2024,5,59294,47378,Enviado,2024-05-23,2024-05-25,12.95,1,Mato Grosso do Sul,Paranaíba,Brasil,79500-000
2024,5,62641,50076,Enviado,2024-05-23,2024-05-24,102.99,1,Ceará,Beberibe,Brasil,62840-000
2024,5,71796,57307,Enviado,2024-05-23,2024-05-24,25.0,1,Paraná,Colombo,Brasil,83404-000
2024,5,115420,92322,Enviado,2024-05-23,2024-05-25,7.98,1,Amazonas,Itacoatiara,Brasil,69100-000
2024,5,32570,26014,Processando,2024-05-23,1900-01-01,60.0,1,Mato Grosso,Campo Novo do Parecis,Brasil,78360-000
2024,5,15979,12760,Processando,2024-05-22,1900-01-01,179.99,2,Santa Catarina,Mafra,Brasil,89300-000
2024,5,88797,70960,Enviado,2024-05-22,2024-05-25,12.64,1,São Paulo,Praia Grande,Brasil,11717-260
2024,5,98526,78764,Enviado,2024-05-22,2024-05-24,208.93,2,Santa Catarina,Tijucas,Brasil,88200-000
2024,5,115751,92587,Enviado,2024-05-22,2024-05-23,93.09,2,Rio Grande do Sul,Guaíba,Brasil,92500-000
2024,5,64649,51661,Processando,2024-05-22,1900-01-01,49.99,1,Maranhão,null,Brasil,65690-000
2024,5,70741,56486,Processando,2024-05-22,1900-01-01,146.0,2,Bahia,Ribeira do Pombal,Brasil,48400-000
2024,5,71417,57014,Processando,2024-05-22,1900-01-01,593.07,4,Minas Gerais,Conselheiro Lafaiete,Brasil,36400-000
2024,5,77527,61978,Processando,2024-05-22,1900-01-01,25.0,1,Minas Gerais,Conselheiro Lafaiete,Brasil,36400-000
2024,5,122701,98190,Processando,2024-05-22,1900-01-01,109.99,1,Minas Gerais,Santos Dumont,Brasil,36240-000
2024,5,24472,19499,Enviado,2024-05-22,2024-05-23,115.0,1,Paraíba,Campina Grande,Brasil,58400
2024,5,32337,25817,Enviado,2024-05-22,2024-05-22,20.0,1,São Paulo,São Paulo,Brasil,02675-031
2024,5,42010,33614,Enviado,2024-05-22,2024-05-23,64.45,1,Rio de Janeiro,Niterói,Brasil,24220
2024,5,10686,8550,Processando,2024-05-21,1900-01-01,40.91,1,Amazonas,null,Brasil,69280-000
2024,5,10719,8577,Processando,2024-05-21,1900-01-01,75.99,1,São Paulo,Jaguariúna,Brasil,13820-000
2024,5,117044,93674,Processando,2024-05-21,1900-01-01,48.0,1,Pará,Belém,Brasil,68447-000
2024,5,19678,15658,Enviado,2024-05-21,2024-05-23,48.0,1,Minas Gerais,Montes Claros,Brasil,39400
2024,5,73236,58461,Enviado,2024-05-21,2024-05-23,132.0,1,Maranhão,São Luís,Brasil,65099
2024,5,86172,68893,Enviado,2024-05-21,2024-05-23,37.99,1,São Paulo,São Caetano do Sul,Brasil,09560-000
2024,5,14688,11692,Enviado,2024-05-21,2024-05-23,107.94,3,Amazonas,Manaus,Brasil,69086
2024,5,63834,51030,Enviado,2024-05-21,2024-05-24,90.0,1,Distrito Federal,Brasília,Brasil,70297-400
2024,5,71181,56825,Enviado,2024-05-21,2024-05-23,64.95,1,Bahia,Casa Nova,Brasil,47300-000
2024,5,76719,61301,Enviado,2024-05-21,2024-05-23,34.95,1,Rio Grande do Sul,Parobé,Brasil,95630-000
2024,5,92983,74279,Enviado,2024-05-21,2024-05-21,9.56,1,Maranhão,São Luís,Brasil,65049
2024,5,119543,95681,Enviado,2024-05-21,2024-05-21,144.98,2,Alagoas,Maceió,Brasil,57071
2024,5,5461,4315,Processando,2024-05-20,1900-01-01,32.13,1,Minas Gerais,João Pinheiro,Brasil,38770-000
2024,5,14519,11555,Processando,2024-05-20,1900-01-01,14.99,1,Rio Grande do Sul,Canguçu,Brasil,96600-000
2024,5,39728,31741,Processando,2024-05-20,1900-01-01,30.0,1,Pará,Barcarena,Brasil,68445-000
2024,5,82924,66287,Processando,2024-05-20,1900-01-01,6.45,1,Minas Gerais,Alfenas,Brasil,37130-000
2024,5,70163,56018,Enviado,2024-05-20,2024-05-21,102.96,4,Pará,Ananindeua,Brasil,67000-000
2024,5,79673,63675,Enviado,2024-05-20,2024-05-22,120.49,2,Minas Gerais,Machado,Brasil,37750-000
2024,5,108462,86655,Enviado,2024-05-20,2024-05-23,134.99,2,Paraná,Maringá,Brasil,87035-510
2024,5,75476,60307,Processando,2024-05-20,1900-01-01,215.0,1,Rio de Janeiro,Itaperuna,Brasil,28300-000
2024,5,96832,77416,Processando,2024-05-20,1900-01-01,103.5,2,Maranhão,Paço do Lumiar,Brasil,65130-000
2024,5,114315,91456,Processando,2024-05-20,1900-01-01,181.94,3,Bahia,Lauro de Freitas,Brasil,42700-000
2024,5,7087,5646,Enviado,2024-05-20,2024-05-20,49.5,1,Rio de Janeiro,Rio de Janeiro,Brasil,20765-630
2024,5,36901,29437,Enviado,2024-05-20,2024-05-20,122.99,1,Rio Grande do Sul,Camaquã,Brasil,96180-000
2024,5,40836,32628,Enviado,2024-05-20,2024-05-21,66.96,1,Bahia,Salvador,Brasil,40301-110
2024,5,45660,36519,Enviado,2024-05-20,2024-05-22,68.0,1,São Paulo,Jaguariúna,Brasil,13820-000
2024,5,62226,49754,Enviado,2024-05-20,2024-05-22,109.0,1,Pará,Uruará,Brasil,68140-000
2024,5,72661,57997,Enviado,2024-05-20,2024-05-23,20.5,1,Goiás,null,Brasil,75370-000
2024,5,113056,90393,Enviado,2024-05-20,2024-05-21,137.29,2,Ceará,Fortaleza,Brasil,60511-080
2024,5,11650,9292,Processando,2024-05-19,1900-01-01,92.44,2,São Paulo,São Paulo,Brasil,02675-031
2024,5,41854,33474,Processando,2024-05-19,1900-01-01,36.0,1,Pará,Belém,Brasil,66633
2024,5,69108,55189,Processando,2024-05-19,1900-01-01,4.99,1,Minas Gerais,Ipatinga,Brasil,35163
2024,5,124651,99754,Processando,2024-05-19,1900-01-01,295.0,1,Maranhão,Pinheiro,Brasil,65200-000
2024,5,4231,3325,Enviado,2024-05-19,2024-05-21,69.0,1,Rio de Janeiro,São Pedro da Aldeia,Brasil,28940-000
2024,5,21940,17502,Enviado,2024-05-19,2024-05-20,175.0,1,São Paulo,Vargem Grande do Sul,Brasil,13880-000
2024,5,30051,24021,Enviado,2024-05-19,2024-05-21,78.26,3,Minas Gerais,Pirapora,Brasil,39270-000
2024,5,31268,24990,Enviado,2024-05-19,2024-05-20,54.99,1,Pernambuco,Pesqueira,Brasil,55200-000
2024,5,38269,30555,Enviado,2024-05-19,2024-05-20,22.95,1,Minas Gerais,Itaúna,Brasil,35680
2024,5,97177,77705,Processando,2024-05-19,1900-01-01,55.0,1,Rio Grande do Sul,São Gabriel,Brasil,97300-000
2024,5,97547,78008,Processando,2024-05-19,1900-01-01,80.5,1,São Paulo,Boituva,Brasil,18550-000
2024,5,13908,11074,Enviado,2024-05-19,2024-05-20,18.99,1,Goiás,null,Brasil,75370-000
2024,5,37048,29556,Enviado,2024-05-19,2024-05-19,50.0,2,Pará,Moru,Brasil,68488-000
2024,5,39962,31903,Enviado,2024-05-19,2024-05-21,14.13,1,Espírito Santo,Serra,Brasil,29162
2024,5,46187,36937,Enviado,2024-05-19,2024-05-21,128.46,4,Amazonas,Manaus,Brasil,69095
2024,5,111465,89084,Enviado,2024-05-19,2024-05-21,54.99,1,São Paulo,Jundiaí,Brasil,13213
2024,5,9224,7383,Processando,2024-05-18,1900-01-01,55.3,1,São Paulo,Monte Alto,Brasil,15910-000
2024,5,13973,11121,Processando,2024-05-18,1900-01-01,235.33,4,Espírito Santo,Vila Velha,Brasil,29107
2024,5,16978,13517,Processando,2024-05-18,1900-01-01,32.48,2,São Paulo,Santa Isabel,Brasil,07500-000
2024,5,65665,52437,Processando,2024-05-18,1900-01-01,260.5,2,Rio de Janeiro,São Pedro da Aldeia,Brasil,28940-000
2024,5,117923,94408,Processando,2024-05-18,1900-01-01,10.11,1,Minas Gerais,João Monlevade,Brasil,35931
2024,5,11560,9228,Enviado,2024-05-18,2024-05-19,16.0,1,São Paulo,São Paulo,Brasil,02675-031
2024,5,78660,62879,Enviado,2024-05-18,2024-05-18,25.0,1,Ceará,Fortaleza,Brasil,60810-670
2024,5,78693,62900,Enviado,2024-05-18,2024-05-20,136.0,2,Ceará,Fortaleza,Brasil,60511-080
2024,5,96374,77077,Enviado,2024-05-18,2024-05-20,97.47,1,Ceará,Canindé,Brasil,62700-000
2024,5,105999,84707,Enviado,2024-05-18,2024-05-20,11.99,1,Maranhão,Balsas,Brasil,65800-000
2024,5,114770,91802,Enviado,2024-05-18,2024-05-18,41.99,1,Acre,Sena Madureira,Brasil,69940-000
2024,5,32466,25929,Processando,2024-05-18,1900-01-01,84.98,2,Acre,Rio Branco,Brasil,69917-400
2024,5,103546,82796,Processando,2024-05-18,1900-01-01,258.68,4,Maranhão,Açailândia,Brasil,65930-000
2024,5,24412,19442,Enviado,2024-05-18,2024-05-19,184.86,2,Santa Catarina,Rio Negrinho,Brasil,89295-000
2024,5,44072,35247,Enviado,2024-05-18,2024-05-20,74.0,1,Paraná,Ibiporã,Brasil,86200-000
2024,5,45548,36419,Enviado,2024-05-18,2024-05-18,27.99,1,Pará,Ulianopolis,Brasil,68632-000
2024,5,53606,42790,Enviado,2024-05-18,2024-05-19,44.29,1,Rio Grande do Sul,Erechim,Brasil,99700-000
2024,5,96708,77327,Enviado,2024-05-18,2024-05-19,17.99,1,Amazonas,null,Brasil,69460-000
2024,5,57589,45985,Processando,2024-05-17,1900-01-01,120.94,3,Alagoas,null,Brasil,57360-000
2024,5,84541,67618,Processando,2024-05-17,1900-01-01,20.0,1,Pará,Breves,Brasil,68800-000
2024,5,5363,4232,Enviado,2024-05-17,2024-05-19,35.5,2,Santa Catarina,Araranguá,Brasil,88900-000
2024,5,6194,4941,Enviado,2024-05-17,2024-05-19,106.4,1,Santa Catarina,São Miguel da Serra,Brasil,89400-000
2024,5,14079,11198,Enviado,2024-05-17,2024-05-19,62.88,2,Minas Gerais,Congonhas,Brasil,36415-000
2024,5,36631,29227,Enviado,2024-05-17,2024-05-18,46.88,1,Tocantins,Araguatins,Brasil,77950-000
2024,5,42444,33962,Enviado,2024-05-17,2024-05-18,170.98,1,Paraná,Londrina,Brasil,86079-080
2024,5,44225,35359,Enviado,2024-05-17,2024-05-17,46.0,1,Pará,Jacundá,Brasil,68590-000
2024,5,55436,44266,Enviado,2024-05-17,2024-05-17,198.0,1,São Paulo,Cajamar,Brasil,07750-000
2024,5,7686,6161,Enviado,2024-05-17,2024-05-17,233.48,4,Ceará,Quixeramobim,Brasil,63800-000
2024,5,10261,8230,Enviado,2024-05-17,2024-05-19,70.0,1,Paraná,Curitiba,Brasil,82590-300
2024,5,12266,9793,Enviado,2024-05-17,2024-05-19,14.99,1,Maranhão,Paço do Lumiar,Brasil,65060-000
2024,5,15479,12328,Enviado,2024-05-17,2024-05-20,295.0,1,Pernambuco,Caruaru,Brasil,55170-000
2024,5,52929,42263,Enviado,2024-05-17,2024-05-17,19.0,1,Rio Grande do Sul,Venâncio Aires,Brasil,95800-000
2024,5,76926,61468,Enviado,2024-05-17,2024-05-19,90.99,1,Amapá,Macapá,Brasil,68903
2024,5,112101,89613,Enviado,2024-05-17,2024-05-20,17.99,1,Rio Grande do Sul,Vacaria,Brasil,95200-000
2024,5,122984,98426,Enviado,2024-05-17,2024-05-19,249.55,2,Rio de Janeiro,São João da Barra,Brasil,28200
2024,5,19310,15359,Processando,2024-05-16,1900-01-01,47.99,1,Amapá,Macapá,Brasil,68903
2024,5,44012,35193,Processando,2024-05-16,1900-01-01,118.5,3,Rio de Janeiro,Duque de Caxias,Brasil,25265-008
2024,5,3630,2837,Enviado,2024-05-16,2024-05-17,19.99,1,Pará,Divinópolis,Brasil,68165-000
2024,5,23176,18449,Enviado,2024-05-16,2024-05-16,39.99,1,Minas Gerais,Belo Horizonte,Brasil,30110-042
2024,5,28637,22889,Enviado,2024-05-16,2024-05-17,12.99,1,Minas Gerais,Alfenas,Brasil,37130-000
2024,5,36046,28757,Enviado,2024-05-16,2024-05-18,137.58,2,São Paulo,Mirassol,Brasil,15130-000
2024,5,47278,37769,Enviado,2024-05-16,2024-05-17,598.0,1,Maranhão,São Luís,Brasil,65067-430
2024,5,74082,59141,Enviado,2024-05-16,2024-05-17,14.41,1,Rondônia,null,Brasil,76868-000
2024,5,109669,87628,Processando,2024-05-16,1900-01-01,114.78,2,São Paulo,São Paulo,Brasil,02675-031
2024,5,19360,15403,Enviado,2024-05-16,2024-05-17,66.0,1,São Paulo,São Paulo,Brasil,02675-031
2024,5,35592,28425,Enviado,2024-05-16,2024-05-18,16.69,1,São Paulo,São José do Rio Pardo,Brasil,13720-000
2024,5,41724,33373,Enviado,2024-05-16,2024-05-17,62.0,1,Bahia,Salvador,Brasil,40301-110
2024,5,79736,63727,Enviado,2024-05-16,2024-05-18,13.87,1,Mato Grosso,Barra do Bugres,Brasil,78390-000
2024,5,81159,64888,Enviado,2024-05-16,2024-05-18,25.0,1,Minas Gerais,Curvelo,Brasil,35790-000
2024,5,82000,65561,Enviado,2024-05-16,2024-05-17,195.5,2,Minas Gerais,Unaí,Brasil,38610-000
2024,5,84125,67251,Enviado,2024-05-16,2024-05-18,70.0,1,Maranhão,São Luís,Brasil,65066-620
2024,5,87954,70302,Enviado,2024-05-16,2024-05-19,49.94,1,Ceará,São Benedito,Brasil,62370-000
2024,5,91489,73059,Enviado,2024-05-16,2024-05-18,34.0,1,São Paulo,Mairinque,Brasil,18120-000
2024,5,119822,95907,Enviado,2024-05-16,2024-05-18,81.0,2,Pernambuco,Custódia,Brasil,56640-000
2024,5,122442,97989,Enviado,2024-05-16,2024-05-17,160.0,1,Minas Gerais,Nova Serrana,Brasil,35519-000
2024,5,3197,2508,Processando,2024-05-15,1900-01-01,148.0,1,Goiás,Goiânia,Brasil,74465-140
2024,5,20633,16429,Processando,2024-05-15,1900-01-01,23.78,2,São Paulo,São José do Rio Pardo,Brasil,13720-000
2024,5,53309,42575,Processando,2024-05-15,1900-01-01,238.48,4,São Paulo,Limeira,Brasil,13480
2024,5,112638,90049,Processando,2024-05-15,1900-01-01,33.0,1,Distrito Federal,Brasília,Brasil,70297-400
2024,5,24604,19601,Enviado,2024-05-15,2024-05-18,34.5,2,Espírito Santo,null,Brasil,29142
2024,5,38800,30989,Enviado,2024-05-15,2024-05-15,190.86,4,Paraná,Colombo,Brasil,83404-000
2024,5,66523,53129,Enviado,2024-05-15,2024-05-18,162.98,2,Bahia,Salvador,Brasil,40301-155
2024,5,67918,54222,Enviado,2024-05-15,2024-05-17,21.99,1,Piauí,Altos,Brasil,64290-000
2024,5,79020,63160,Enviado,2024-05-15,2024-05-15,15.99,1,Sergipe,São Cristóvão,Brasil,49100-000
2024,5,86909,69462,Enviado,2024-05-15,2024-05-17,38.97,1,Minas Gerais,Itabirito,Brasil,35450-000
2024,5,92386,73807,Enviado,2024-05-15,2024-05-17,210.0,1,Ceará,Itapajé,Brasil,62600-000
2024,5,14661,11671,Processando,2024-05-15,1900-01-01,164.0,2,São Paulo,Paulínia,Brasil,13140-000
2024,5,39242,31343,Processando,2024-05-15,1900-01-01,9.0,1,São Paulo,Piracicaba,Brasil,13401
2024,5,50436,40267,Processando,2024-05-15,1900-01-01,35.0,1,Rio Grande do Norte,Currais Novos,Brasil,59380-000
2024,5,60554,48437,Processando,2024-05-15,1900-01-01,69.5,1,Ceará,Moitas,Brasil,62500-000
2024,5,120517,96432,Processando,2024-05-15,1900-01-01,234.99,2,São Paulo,Franca,Brasil,14407
2024,5,40421,32277,Enviado,2024-05-15,2024-05-17,80.42,1,Minas Gerais,Viçosa,Brasil,36570-000
2024,5,78756,62953,Enviado,2024-05-15,2024-05-17,65.89,2,Rio Grande do Sul,Dois Irmãos,Brasil,93950-000
2024,5,6037,4804,Processando,2024-05-14,1900-01-01,165.0,1,Pernambuco,Pesqueira,Brasil,55200-000
2024,5,11708,9343,Processando,2024-05-14,1900-01-01,44.5,1,São Paulo,Campos do Jordão,Brasil,12460-000
2024,5,12280,9806,Processando,2024-05-14,1900-01-01,12.2,1,São Paulo,Guaíra,Brasil,14790-000
2024,5,64631,51643,Processando,2024-05-14,1900-01-01,15.07,1,Ceará,Fortaleza,Brasil,60714-222
2024,5,74380,59400,Processando,2024-05-14,1900-01-01,89.91,1,São Paulo,Olímpia,Brasil,15400-000
2024,5,9872,7920,Enviado,2024-05-14,2024-05-17,136.39,2,Rio Grande do Norte,Caicó,Brasil,59300-000
2024,5,55343,44195,Enviado,2024-05-14,2024-05-14,141.0,1,Rio de Janeiro,Macaé,Brasil,27970-020
2024,5,59137,47247,Enviado,2024-05-14,2024-05-15,52.0,1,Paraná,Londrina,Brasil,86030-030
2024,5,68248,54483,Enviado,2024-05-14,2024-05-17,19.99,1,Rio de Janeiro,São Gonçalo,Brasil,24425-285
2024,5,6652,5308,Processando,2024-05-14,1900-01-01,23.0,1,Ceará,Fortaleza,Brasil,60714-222
2024,5,33776,26996,Processando,2024-05-14,1900-01-01,85.0,2,Minas Gerais,Manhuaçu,Brasil,36900-000
2024,5,53733,42897,Processando,2024-05-14,1900-01-01,25.0,1,Distrito Federal,Brasília,Brasil,70297-400
2024,5,80343,64229,Processando,2024-05-14,1900-01-01,72.0,2,Ceará,Fortaleza,Brasil,60810-670
2024,5,119891,95952,Processando,2024-05-14,1900-01-01,118.0,1,Bahia,Simões Filho,Brasil,43700-000
2024,5,13234,10562,Enviado,2024-05-14,2024-05-16,241.65,2,Alagoas,Rio Largo,Brasil,57100-000
2024,5,13519,10785,Enviado,2024-05-14,2024-05-14,143.94,2,Rio de Janeiro,São Pedro da Aldeia,Brasil,28940-000
2024,5,13734,10945,Enviado,2024-05-14,2024-05-16,54.95,1,Santa Catarina,Concórdia,Brasil,89700-000
2024,5,38431,30680,Enviado,2024-05-14,2024-05-16,64.0,1,Paraná,Marechal Cândido Rondon,Brasil,85960-000
2024,5,56925,45434,Enviado,2024-05-14,2024-05-15,118.45,2,Maranhão,Santa Luzia,Brasil,65390-000
2024,5,58329,46584,Enviado,2024-05-14,2024-05-16,20.95,1,Maranhão,Codó,Brasil,65400-000
2024,5,76401,61038,Enviado,2024-05-14,2024-05-16,79.99,1,Paraíba,Guarabira,Brasil,58200-000
2024,5,92078,73540,Enviado,2024-05-14,2024-05-16,411.93,3,São Paulo,Franca,Brasil,14402
2024,5,101647,81312,Enviado,2024-05-14,2024-05-14,87.95,2,Pernambuco,null,Brasil,56180-000
2024,5,107042,85536,Enviado,2024-05-14,2024-05-15,179.0,1,São Paulo,Guarujá,Brasil,11432-501
2024,5,113516,90789,Enviado,2024-05-14,2024-05-15,68.64,2,Maranhão,Paço do Lumiar,Brasil,65060-000
2024,5,16836,13398,Processando,2024-05-13,1900-01-01,88.43,3,Paraíba,Guarabira,Brasil,58200-000
2024,5,42232,33799,Processando,2024-05-13,1900-01-01,25.0,1,Minas Gerais,Ouro Branco,Brasil,36420-000
2024,5,69107,55189,Processando,2024-05-13,1900-01-01,114.0,1,Minas Gerais,Ipatinga,Brasil,35163
2024,5,89964,71905,Processando,2024-05-13,1900-01-01,59.0,1,Pará,Ananindeua,Brasil,67000-000
2024,5,107304,85737,Processando,2024-05-13,1900-01-01,131.0,1,Mato Grosso,Barra do Garças,Brasil,78600-000
2024,5,117983,94453,Processando,2024-05-13,1900-01-01,73.97,2,Paraná,Londrina,Brasil,86030-030
2024,5,123174,98564,Processando,2024-05-13,1900-01-01,109.0,3,Minas Gerais,Montes Claros,Brasil,39402
2024,5,311,230,Enviado,2024-05-13,2024-05-14,44.0,1,Minas Gerais,Alfenas,Brasil,37130-000
2024,5,14825,11816,Enviado,2024-05-13,2024-05-14,15.99,1,Santa Catarina,Campos Novos,Brasil,89620-000
2024,5,31581,25243,Enviado,2024-05-13,2024-05-14,158.0,1,Distrito Federal,null,Brasil,72110-600
2024,5,33224,26546,Enviado,2024-05-13,2024-05-16,152.99,2,Paraíba,Cabedelo,Brasil,58310-000
2024,5,59827,47818,Enviado,2024-05-13,2024-05-16,29.99,1,Bahia,Salvador,Brasil,40301-110
2024,5,71595,57149,Enviado,2024-05-13,2024-05-14,29.99,1,Bahia,Santo Amaro,Brasil,44200-000
2024,5,12998,10358,Processando,2024-05-13,1900-01-01,178.0,1,Bahia,Salvador,Brasil,40301-155
2024,5,114892,91892,Processando,2024-05-13,1900-01-01,33.9,1,Pará,Parauapebas,Brasil,68515-000
2024,5,12778,10190,Enviado,2024-05-13,2024-05-16,35.96,1,Maranhão,Tuntum,Brasil,65763-000
2024,5,46718,37316,Enviado,2024-05-13,2024-05-14,113.95,2,Ceará,Fortaleza,Brasil,60543
2024,5,83837,67042,Enviado,2024-05-13,2024-05-15,79.78,2,Pernambuco,Recife,Brasil,50030-230
2024,5,86629,69252,Enviado,2024-05-13,2024-05-16,66.5,1,Pernambuco,Ipubi,Brasil,56260-000
2024,5,100927,80749,Enviado,2024-05-13,2024-05-15,16.91,1,Bahia,Ribeira do Pombal,Brasil,48400-000
2024,5,40168,32074,Processando,2024-05-12,1900-01-01,76.95,2,Rondônia,null,Brasil,76980-000
2024,5,62537,49991,Processando,2024-05-12,1900-01-01,234.9,2,São Paulo,Guariba,Brasil,14840-000
2024,5,62958,50339,Processando,2024-05-12,1900-01-01,152.59,2,Ceará,Fortaleza,Brasil,60860-445
2024,5,90020,71942,Processando,2024-05-12,1900-01-01,134.09,2,Pará,Barcarena,Brasil,68445-000
2024,5,55004,43927,Enviado,2024-05-12,2024-05-12,125.0,1,Ceará,Itapipoca,Brasil,62540-000
2024,5,74033,59102,Enviado,2024-05-12,2024-05-15,88.0,1,Bahia,Conceição do Coité,Brasil,48730-000
2024,5,84412,67497,Enviado,2024-05-12,2024-05-12,12.99,1,Amazonas,Autazes,Brasil,69240-000
2024,5,11759,9377,Processando,2024-05-12,1900-01-01,28.0,1,Minas Gerais,Santos Dumont,Brasil,36240-000
2024,5,40487,32334,Processando,2024-05-12,1900-01-01,53.48,1,Bahia,Salvador,Brasil,40301-155
2024,5,61183,48947,Processando,2024-05-12,1900-01-01,99.0,1,Amazonas,Manaus,Brasil,69098
2024,5,83140,66483,Processando,2024-05-12,1900-01-01,35.2,1,Bahia,Itaberaba,Brasil,46880-000
2024,5,83145,66486,Processando,2024-05-12,1900-01-01,204.95,1,Distrito Federal,Brasília,Brasil,70297-400
2024,5,11314,9028,Enviado,2024-05-12,2024-05-12,166.98,2,Distrito Federal,Brasília,Brasil,70297-400
2024,5,19233,15311,Enviado,2024-05-12,2024-05-14,10.0,1,Goiás,Goianésia,Brasil,76380-000
2024,5,24840,19799,Enviado,2024-05-12,2024-05-12,125.0,1,São Paulo,Jundiaí,Brasil,13213
2024,5,45326,36249,Enviado,2024-05-12,2024-05-13,79.99,1,Pernambuco,Ribeirão,Brasil,55520-000
2024,5,66658,53223,Enviado,2024-05-12,2024-05-13,180.0,1,Bahia,Barra,Brasil,47100-000
2024,5,74077,59139,Enviado,2024-05-12,2024-05-13,109.49,2,São Paulo,Guaíra,Brasil,14790-000
2024,5,74311,59342,Enviado,2024-05-12,2024-05-13,214.98,4,Distrito Federal,Brasília,Brasil,70297-400
2024,5,90109,72000,Enviado,2024-05-12,2024-05-13,12.76,1,Rio de Janeiro,Itaboraí,Brasil,24800
2024,5,13205,10534,Processando,2024-05-11,1900-01-01,40.95,1,Bahia,Dias d'Ávila,Brasil,42850-000
2024,5,28124,22508,Processando,2024-05-11,1900-01-01,29.99,1,Maranhão,Barra do Corda,Brasil,65950-000
2024,5,52996,42308,Processando,2024-05-11,1900-01-01,214.5,2,São Paulo,Vinhedo,Brasil,13280-000
2024,5,106295,84952,Processando,2024-05-11,1900-01-01,49.99,1,Goiás,Goiânia,Brasil,74465-140
2024,5,109886,87799,Processando,2024-05-11,1900-01-01,6.5,1,Amazonas,Manaus,Brasil,69039
2024,5,9652,7755,Enviado,2024-05-11,2024-05-13,166.1,2,São Paulo,Cajamar,Brasil,07750-000
2024,5,59531,47569,Enviado,2024-05-11,2024-05-12,78.0,1,Ceará,Pacajus,Brasil,62870-000
2024,5,82938,66298,Enviado,2024-05-11,2024-05-12,32.99,1,Rio Grande do Norte,Macaíba,Brasil,59280-000
2024,5,123419,98769,Enviado,2024-05-11,2024-05-11,79.17,1,São Paulo,São Paulo,Brasil,02675-031
2024,5,38493,30727,Processando,2024-05-11,1900-01-01,49.99,1,Minas Gerais,Capelinha,Brasil,39680-000
2024,5,123064,98478,Processando,2024-05-11,1900-01-01,22.0,1,Distrito Federal,Brasília,Brasil,70297-400
2024,5,7687,6161,Enviado,2024-05-11,2024-05-12,35.0,1,Ceará,Quixeramobim,Brasil,63800-000
2024,5,51034,40756,Enviado,2024-05-11,2024-05-14,24.99,1,Mato Grosso,Várzea Grande,Brasil,78135-730
2024,5,58184,46465,Enviado,2024-05-11,2024-05-14,149.97,1,Amazonas,null,Brasil,69280-000
2024,5,82681,66101,Enviado,2024-05-11,2024-05-13,23.0,1,Goiás,Planaltina,Brasil,73750
2024,5,92742,74083,Enviado,2024-05-11,2024-05-13,142.9,1,Rio de Janeiro,Rio de Janeiro,Brasil,20765-630
2024,5,96707,77327,Enviado,2024-05-11,2024-05-11,32.99,1,Amazonas,null,Brasil,69460-000
2024,5,104186,83292,Enviado,2024-05-11,2024-05-13,30.0,1,Mato Grosso,Campo Verde,Brasil,78840-000
2024,5,104730,83715,Enviado,2024-05-11,2024-05-13,187.6,1,São Paulo,São Paulo,Brasil,02220-000
2024,5,121389,97133,Enviado,2024-05-11,2024-05-11,176.49,3,Maranhão,São Domingos do Maranhão,Brasil,65790-000
2024,5,32356,25830,Processando,2024-05-10,1900-01-01,22.99,1,Maranhão,São Luís,Brasil,65063
2024,5,36866,29407,Processando,2024-05-10,1900-01-01,11.4,1,Bahia,Mucuri,Brasil,45930-000
2024,5,64330,51410,Processando,2024-05-10,1900-01-01,19.95,2,Alagoas,Santana do Ipanema,Brasil,57500-000
2024,5,62583,50035,Enviado,2024-05-10,2024-05-11,25.0,1,São Paulo,Limeira,Brasil,13485
2024,5,80947,64715,Enviado,2024-05-10,2024-05-11,107.0,2,Rio Grande do Norte,Assú,Brasil,59650-000
2024,5,116690,93367,Enviado,2024-05-10,2024-05-12,50.0,2,Mato Grosso,null,Brasil,78850-000
2024,5,121932,97582,Enviado,2024-05-10,2024-05-12,50.0,1,Goiás,Porangatu,Brasil,76550-000
2024,5,78768,62965,Enviado,2024-05-10,2024-05-12,378.21,4,Pará,Marabá,Brasil,68506
2024,5,80826,64618,Enviado,2024-05-10,2024-05-11,62.0,1,Pará,Ulianopolis,Brasil,68632-000
2024,5,82568,66005,Enviado,2024-05-10,2024-05-11,185.0,1,Mato Grosso do Sul,Sidrolândia,Brasil,79170-000
2024,5,98970,79136,Enviado,2024-05-10,2024-05-12,18.99,1,Sergipe,Taiçoca,Brasil,49160-000
2024,5,121549,97260,Enviado,2024-05-10,2024-05-11,25.0,1,Santa Catarina,Mafra,Brasil,89300-000
2024,5,124173,99373,Enviado,2024-05-10,2024-05-11,89.99,1,Bahia,Salvador,Brasil,40301-110
2024,5,10996,8789,Enviado,2024-05-09,2024-05-11,56.05,4,Distrito Federal,Brasília,Brasil,70297-400
2024,5,11791,9400,Enviado,2024-05-09,2024-05-10,41.0,1,Amapá,Macapá,Brasil,68903
2024,5,74944,59856,Enviado,2024-05-09,2024-05-10,13.99,1,São Paulo,São Paulo,Brasil,02675-031
2024,5,78940,63098,Enviado,2024-05-09,2024-05-11,96.0,2,Pará,Portel,Brasil,68480-000
2024,5,103317,82619,Enviado,2024-05-09,2024-05-11,8.95,1,Espírito Santo,São Gabriel da Palha,Brasil,29780-000
